"","","","","","","","","","","",""
"","","CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO A.C ","","","","","","","","",""
"","","Relación de bienes muebles que componen el patrimonio","","","","","","","","",""
"","","Cuenta Pública 2018","","","","","","","","",""
"","","(Pesos)","","","","","","","","",""
"","","Código","Descripción del bien","Valor en libros","","","","","","",""
"","","EQ C-202","REGULADOR SB 100W/1000VA","12,744.19","","","","","","",""
"","","EQ C-203","APPLE COLOR STYLE WRITER 2400 IMPRESORA SERIE SCE517NO22C1","19,812.31","","","","","","",""
"","","EQ C-204","POWER BOOK DUO DOCK II PLUS","24,429.89","","","","","","",""
"","","EQ C-205","APPLE  MULTIPLE SCAN 17"" DISPLAY MONITOR SERIE S15081K41XX","3,932.21","","","","","","",""
"","","EQ C-206","IMPRESORA APPLE COLOR STYLEWRITER 2500 SERIE VC6263U8650","1,404.89","","","","","","",""
"","","EQ C-207","COMP. MACINTOSH PERFORMA 5215 75MHZ, HD 16B, 16 RAM, CD 4X, FAX MODEM 14,400, MONITOR 15"", TARJ. RED THIN COAXIAL. N/S HP5456VF5BY","1,860.40","","","","","","",""
"","","EQ C-209","MONITOR","11,330.23","","","","","","",""
"","","EQ C-21","REG/ NO BREAKE TRIPP LITE OMNI PRO 1400","1,796.73","","","","","","",""
"","","EQ C-211","POWERMAC 6500/300 32 MB/4 GB/CD12X/512KL2 SERIE SX80902NBUS","3,019.79","","","","","","",""
"","","EQ C-213","IMAC 333MHZ/32MB/6GB/FM56K 10/100BT SERIE RN932B9EGV2","3,650.00","","","","","","",""
"","","EQ C-214","IMPRESORA LASERJET 2100TN","1,680.60","","","","","","",""
"","","EQ C-214-3372","IMPRESORA OKIDATA","0.01","","","","","","",""
"","","EQ C-216","MONITOR 15"" SVGA SERIE TX81240171","12,512.64","","","","","","",""
"","","EQ C-219","MACINTOSH QUADRA 610 8/160","9,320.00","","","","","","",""
"","","EQ C-22","PERFORMA 6300 PROC. PAWER PC 603 A 100 MHZ, 16 RAM, HD 1.2 GB, CD 4X, MONITOR 14"", FAX MODEM 14,400, TARJ. RED THIN COAXIAL. SERIE HP6101307KQ","92,538.23","","","","","","",""
"","","EQ C-220","NB+R SB MICRO SR 800 VA/10 MIN","26,810.00","","","","","","",""
"","","EQ C-221","NB+R SB MICRO SR 800 VA/10 MIN","2,035.00","","","","","","",""
"","","EQ C-222","RACK DE ALUMINIO TIPO AUTOSOPORTADO DE 7 PIES DE ALTURA POR 19 PULGADAS DE ANCHO. ACCESORIOS: PACH PANEL DE 24 PUERTOS 10 BASET ESTANDAR EIA/TIA 458B. PACH CORD DE 1 MTO.N5 PARA ADMON.MANUAL. CABLE DE COMUNICACION DE 3 MTS.","25,340.00","","","","","","",""
"","","EQ C-223","REGULADOR SB 100W/1000VA","1,526.00","","","","","","",""
"","","EQ C-224","MONITOR PRESARIO MV520 15"" SERIE 50QF707","10,094.00","","","","","","",""
"","","EQ C-225","NB+R SB MICRO SR 800 VA/10 MIN","25,010.00","","","","","","",""
"","","EQ C-226","NB+R SB MICRO SR 800 VA/10 MIN","13,690.00","","","","","","",""
"","","EQ C-227","NB+R SB MICRO SR 800 VA/10 MIN SERIE E01K14892","25,010.00","","","","","","",""
"","","EQ C-228","REGULADOR SB 100W/1000VA","13,690.00","","","","","","",""
"","","EQ C-231","APPLE COLOR PLUS MONITOR VGA","25,158.62","","","","","","",""
"","","EQ C-233","COMP. COMPAQ PRESARIO 5443 SERIE ACT96K0HD","11,137.00","","","","","","",""
"","","EQ C-234","COMP. MACINTOSH PERFORMA 5215 75MHZ, HD 16B, 16 RAM, CD 4X, FAX MODEM 14,400, MONITOR 15"", TARJ. RED THIN COAXIAL. N/S HP5456VF5BY","8,943.47","","","","","","",""
"","","EQ C-235","COMPUTADORA HP BRIOS MULTIMEDIA PENT.200MMX, 16/128 MB, D.D. 2.1 GB, CD 16X, TJT SONIDO LOTUS , M. DE MEMORIA HP DE 16 MB PARA VECTRAS VE3, HP BRIO, 60NS, MONITOR HP SVGA 14"" .28, TARJ. KINGSTON 10BASET ETHERNET ISA, TARJ.RED KINGSTON PCI 10 BASET","12,579.31","","","","","","",""
"","","EQ C-235-3700","MONITOR COMPUTADORA HP BRIOS MULTIMEDIA PENT.200MMX, 16/128 MB, D.D. 2.1 GB, CD 16X, TJT SONIDO LOTUS , M. DE MEMORIA HP DE 16 MB PARA VECTRAS VE3, HP BRIO, 60NS, MONITOR HP SVGA 14"" .28, TARJ. KINGSTON 10BASET ETHERNET I","12,579.31","","","","","","",""
"","","EQ C-236","NO BREAK ELECTRÓNICO 1000 VA SOLA BASIC","1,688.80","","","","","","",""
"","","EQ C-237","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, TECLADO ERGONOMICO Y MOUSE GENIUS NET","2,790.89","","","","","","",""
"","","EQ C-238","IMPRESORA HP DESKJET 840 C  SERIE MX0AQ1V0KM","15,975.64","","","","","","",""
"","","EQ C-239","IMPRESORA HP DESKJET 840 C  SERIE MX0AQ1V0KN","15,975.64","","","","","","",""
"","","EQ C-24","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, TECLADO ERGONOMICO Y MOUSE GENIUS NET","80.75","","","","","","",""
"","","EQ C-240","IMPRESORA LASERJET 1100 SERIE USJB010873","12,699.59","","","","","","",""
"","","EQ C-244","LASERJET 1200, 15PPM 12 SERIE USCB246630","11,137.00","","","","","","",""
"","","EQ C-245","LASERJET 1200, 15PPM 12 SERIE USCB304716","11,137.00","","","","","","",""
"","","EQ C-246","MACINTOSH LC 2MB 40HD","1,688.83","","","","","","",""
"","","EQ C-247","MACINTOSH QUARDA 800 8MB/230HD SERIE XB30Q4H0CC7","11,137.00","","","","","","",""
"","","EQ C-248","MONITOR 14"" SVGA MODELO P11/350MHZ COLOR","1,688.83","","","","","","",""
"","","EQ C-248-4552","MONITOR 14"" SVGA MODELO P11/350MHZ COLOR","0.01","","","","","","",""
"","","EQ C-249","MONITOR PRESARIO MV520 15"" SERIE 50QF695","11,137.00","","","","","","",""
"","","EQ C-250","NO BREAK MODELO CAT XR 21-281 SERIE E-98-I-28641","11,137.00","","","","","","",""
"","","EQ C-252","LANIX GENESIS PENT. III 700 MHZ/128MB/CD","293,605.51","","","","","","",""
"","","EQ C-253","IMPRESORA HP DESKJET 840 C  SERIE MX0AQ1V0KR","11,137.00","","","","","","",""
"","","EQ C-254","LANIX GENESIS PENT. III 700 MHZ/128MB/CD","10,060.00","","","","","","",""
"","","EQ C-256","NB+R SB MICRO SR 800 VA/10 MIN","11,137.00","","","","","","",""
"","","EQ C-257","STYLUS 740 1440DPI/10""/USB/64KB  SERIE 0A6S1018824","0.01","","","","","","",""
"","","EQ C-26","LANIX GENESIS PENT. III 700 MHZ/128MB/CD SERIE 00120020319","172,249.24","","","","","","",""
"","","EQ C-260","NB+R SB MICRO SR 800 VA/10 MIN","0.01","","","","","","",""
"","","EQ C-273","MONITOR 1.40 GHZ, P4, D, WS330, 400","1,428.60","","","","","","",""
"","","EQ C-274","APPLE COLOR PLUS MONITOR VGA","1,428.60","","","","","","",""
"","","EQ C-275","APPLE COLOR PLUS MONITOR VGA MONITOR SCY4401ZQ1S4","1,428.60","","","","","","",""
"","","EQ C-276","CHAROLA DIGITAL DRAWIN BOARD III 36"" X 48"" SE (TABLETA DIGITALIZADORA BASE METALICA CON CUBIERTA PLASTICA DIMENSIONES 150 X 120 CMS.)","1,428.60","","","","","","",""
"","","EQ C-28","NB+R SB MICRO SR 800 VA/10 MIN SERIE 05179","6,209.01","","","","","","",""
"","","EQ C-280","COMP. COMPAQ PRESARIO 5443 SERIE ACT96K0DC","1,428.60","","","","","","",""
"","","EQ C-281","COMPUTADORA LANIX BRAIN PENT. 4  2 GHZ, D.D., 2 GB, TVIDEO 32 MB, FLOPPY 256 RAM, MONITOR 15""","1,428.60","","","","","","",""
"","","EQ C-284","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, MONITOR SVGA 15"", TECLADO ERGONOMICO Y MOUSE GENIUS NET","1,428.60","","","","","","",""
"","","EQ C-285","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, MONITOR SVGA 15"", TECLADO ERGONOMICO Y MOUSE GENIUS NET","1,912.75","","","","","","",""
"","","EQ C-286","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, TECLADO ERGONOMICO Y MOUSE GENIUS NET","1,428.60","","","","","","",""
"","","EQ C-287","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, TECLADO ERGONOMICO Y MOUSE GENIUS NET","1,428.60","","","","","","",""
"","","EQ C-289","COMPUTADORA PENTIUM II A 350 MHZ, 64 MB, D.D., 4.3 GB, FAX MODEM 56.6 KBPS, TARJETA DE VIDEO DE 4MB AGP, TARJETA DE RED ETHERNET PCI 10/100, TECLADO ERGONOMICO Y MOUSE GENIUS NET.   KIT MULTIMEDIA 36X, TARJETA DE SONIDO 16 BITS, BOCINAS DE 140 WATTS","1,428.60","","","","","","",""
"","","EQ C-29","REGULADOR SB 100W/1000VA","15,784.18","","","","","","",""
"","","EQ C-290","COMPUTADORA PORTATIL MARCA DELL MODELO LATITUDE C64, PENTIUM 4M, WINDOWS 2000 PROFESIONAL. MONITOR TIPO MATRIZ ACTIVA  14.1"" XGA","21,224.10","","","","","","",""
"","","EQ C-291","CPU DELL  NEGRO PENTIUM 4 WINDOWS XP DEL CROMATOGRAFO DE GASES INV. 6014","1,912.75","","","","","","",""
"","","EQ C-292","EPSON STYLUS 800 1440 X 720 DPI 8 PPM SERIE 3JS1024200","1,428.60","","","","","","",""
"","","EQ C-293","HP BRIO BA600/MON 15''/CDRW P2249C   CPU NO SERIE MX03165099, MONITOR NO SERIE MX03268822","1,428.60","","","","","","",""
"","","EQ C-294","HP IMPRESORA LASERJET 6L 963720","1,428.60","","","","","","",""
"","","EQ C-295","HP IMPRESORA LASERJET 6L 965589","1,428.60","","","","","","",""
"","","EQ C-296","HP IMPRESORA LASERJET 6L 965829","1,428.60","","","","","","",""
"","","EQ C-298","MONITOR","1,912.75","","","","","","",""
"","","EQ C-3","NB-R SB MICRO 800VA/10 MIN","43.20","","","","","","",""
"","","EQ C-30","REGULADOR SB 100W/1000VA SERIE EO1J-21668","29,080.68","","","","","","",""
"","","EQ C-300","IMPRESORA IMAGE WRITER II C/LOCAL TALK OPTION CARD","1,428.60","","","","","","",""
"","","EQ C-301","IMPRESORA LASERJET 1100 SERIE USJB010873","1,912.75","","","","","","",""
"","","EQ C-305","LANIX GENESIS PENT. III 700 MHZ/128MB/CD","1,912.75","","","","","","",""
"","","EQ C-309","MACINTOSH PERF. 475 4/250 ACC INCLUYE APPLE ETHERNET THIN COAX TRANSCRIVER SIMM DE 4MB  CPU SERIE","1,428.60","","","","","","",""
"","","EQ C-31","REGULADOR SB 100W/1000VA","1,236.43","","","","","","",""
"","","EQ C-310","MACINTOSH PERF. 475 4/250 ACC INCLUYE CPU SXC4430524EX","1,428.60","","","","","","",""
"","","EQ C-311","MONITOR","1,428.60","","","","","","",""
"","","EQ C-312","LANIX GENESIS PENT III 50064MBC44X INCLUYE MONITOR LANIX 15 SVGA","1,428.60","","","","","","",""
"","","EQ C-313","MONITOR","1,428.60","","","","","","",""
"","","EQ C-315","MONITOR MARCA  DELL NEGRO DEL CROMATOFRAFO INV.6014","1,912.75","","","","","","",""
"","","EQ C-316","MONITOR PRESARIO MV520 15"" SERIE 50QF630","1,428.60","","","","","","",""
"","","EQ C-32","NB+R SB MICRO SR 800 VA/10 MIN SERIE 14973","11,042.33","","","","","","",""
"","","EQ C-320","NB+R SB MICRO SR 800 VA/10 MIN","1,428.60","","","","","","",""
"","","EQ C-321","NB+R SB MICRO SR 800 VA/10 MIN","1,428.60","","","","","","",""
"","","EQ C-322","NB+R SB MICRO SR 800 VA/10 MIN","1,428.60","","","","","","",""
"","","EQ C-323","NB+R SB MICRO SR 800 VA/10 MIN","1,428.60","","","","","","",""
"","","EQ C-324","NB+R SB MICRO SR 800 VA/10 MIN","1,428.60","","","","","","",""
"","","EQ C-325","NO BREAK MODELO CAT XR 21-281 SERIE E-98-I-28654","1,912.75","","","","","","",""
"","","EQ C-327","REGULADOR 500 W","1,428.60","","","","","","",""
"","","EQ C-328","REGULADOR AUTOMATICO DE VOLTAJE MARCA EIRSA MODELO R-250H CON CAPACIDAD DE 300 VA Y TIEMPO DE RESPUESTA DE 0.025 DE SEG. SERIE 860884","1,912.75","","","","","","",""
"","","EQ C-329","REGULADOR SB 100W/1000VA","1,428.60","","","","","","",""
"","","EQ C-33","REGULADOR SB 100W/1000VA","40,000.00","","","","","","",""
"","","EQ C-330","REGULADOR SB 100W/1000VA","1,428.60","","","","","","",""
"","","EQ C-331","REGULADOR SB 100W/1000VA","1,428.60","","","","","","",""
"","","EQ C-332","SERVIDOR UNIX MARCA SILICONGRAPHICS MODELO WEBFORCE 02 R5000SC 180MHZ, 64MB, 2GB, 4X CD-ROM","1,428.58","","","","","","",""
